date_of_fight,idk_column,player1_name,player1_team,player2_name,player2_team,winner
01/27/00,1 Pd 7:20,Brad Brown,CHI,Jeff Odgers,COL,Voted winner: Draw (50%) - Voted rating: 0
01/27/00,2 Pd 16:30,Nolan Pratt,CAR,Keith Tkachuk,ARI,Voted winner: Draw (50%) - Voted rating: 0
01/27/00,2 Pd 1:29,Keith Primeau,PHI,Todd Simpson,FLA,Voted winner: Draw (50%) - Voted rating: 0
01/27/00,2 Pd 6:44,Ryan VandenBussche,CHI,Chris Dingman,COL,Voted winner: Draw (50%) - Voted rating: 0
01/26/00,3 Pd 11:11,Yves Sarault,OTT,Bob Bassen,STL,Voted winner: Yves Sarault (100%) - Voted rating: 7
01/25/00,1 Pd 0:3,Donald Brashear,VAN,Georges Laraque,EDM,Voted winner: Donald Brashear (66.7%) - Voted rating: 8
01/24/00,1 Pd 9:3,Joe Murphy,BOS,Bill Lindsay,CAL,Voted winner: Joe Murphy (100%) - Voted rating: 10
01/23/00,2 Pd 12:10,Jamie Allison,CHI,Grant Marshall,DAL,Voted winner: Jamie Allison (45%) - Voted rating: 7.85
01/23/00,1 Pd 5:18,Dennis Bonvie,PIT,Sandy McCarthy,PHI,Voted winner: Draw (50%) - Voted rating: 0
01/22/00,2 Pd 13:44,Todd Simpson,FLA,Landon Wilson,BOS,Voted winner: Draw (50%) - Voted rating: 0
01/22/00,2 Pd 12:27,Dave Scatchard,NYI,Chris Gratton,TBL,Voted winner: Draw (50%) - Voted rating: 0
01/21/00,1 Pd 17:11,Rene Corbet,CAL,Joel Bouchard,NSH,Voted winner: Draw (50%) - Voted rating: 0
01/21/00,1 Pd 15:55,Matt Johnson,ATL,Todd Simpson,FLA,Voted winner: Draw (50%) - Voted rating: 0
01/20/00,1 Pd 1:17,Sean O'Donnell,LAK,Grant Marshall,DAL,Voted winner: Draw (50%) - Voted rating: 0
01/19/00,3 Pd 8:44,Sean Brown,EDM,Andrei Nazarov,CAL,Voted winner: Draw (50%) - Voted rating: 0
01/19/00,1 Pd 19:20,Denny Lambert,ATL,Rob DiMaio,BOS,Voted winner: Draw (50%) - Voted rating: 0
01/19/00,3 Pd 7:40,Matthew Barnaby,PIT,Chris Pronger,STL,Voted winner: Chris Pronger (100%) - Voted rating: 6
01/19/00,1 Pd 2:52,Krzysztof Oliwa,NJD,Brad Brown,CHI,Voted winner: Draw (50%) - Voted rating: 7
01/18/00,3 Pd 1:2,Ian Laperriere,LAK,Rhett Warrener,BUF,Voted winner: Draw (50%) - Voted rating: 0
01/18/00,2 Pd 1:43,Bob Boughner,NSH,Shane Doan,ARI,Voted winner: Draw (50%) - Voted rating: 0
01/17/00,1 Pd 2:34,Ryan VandenBussche,CHI,Andy Sutton,SJS,Voted winner: Draw (50%) - Voted rating: 0
01/17/00,1 Pd 15:59,Darren Van Impe,BOS,Shean Donovan,ATL,Voted winner: Draw (50%) - Voted rating: 0
01/17/00,1 Pd 5:21,Jason Strudwick,VAN,Kris King,TOR,Voted winner: Jason Strudwick (100%) - Voted rating: 6.5
01/15/00,1 Pd 14:34,Todd Harvey,SJS,Ian Laperriere,LAK,Voted winner: Draw (50%) - Voted rating: 0
01/15/00,1 Pd 1:32,Chris Dingman,COL,Ryan VandenBussche,CHI,Voted winner: Draw (50%) - Voted rating: 0
01/15/00,1 Pd 5:51,Ian Herbers,TBL,Mike Wilson,FLA,Voted winner: Draw (50%) - Voted rating: 0
01/15/00,1 Pd 2:42,Scott Thornton,MON,Marty McSorley,BOS,Voted winner: Draw (50%) - Voted rating: 0
01/15/00,1 Pd 2:42,Scott Thornton,MON,Marty McSorley,BOS,Voted winner: Draw (50%) - Voted rating: 0
01/15/00,1 Pd 2:51,Patrick Cote,NSH,Dennis Bonvie,PIT,Voted winner: Dennis Bonvie (82.5%) - Voted rating: 6.08
01/15/00,3 Pd 7:33,Olli Jokinen,NYI,Alexandre Daigle,NYR,Voted winner: Olli Jokinen (100%) - Voted rating: 6
01/15/00,2 Pd 6:33,Wade Belak,CAL,Kris King,TOR,Voted winner: Draw (50%) - Voted rating: 4
01/15/00,2 Pd 11:20,Eric Cairns,NYI,Stephane Quintal,NYR,Voted winner: Eric Cairns (100%) - Voted rating: 7
01/15/00,1 Pd 16:43,Sandy McCarthy,PHI,Krzysztof Oliwa,NJD,Voted winner: Sandy McCarthy (100%) - Voted rating: 8
01/14/00,3 Pd 17:13,Mike LeClerc,ANA,Marc Bergevin,STL,Voted winner: Draw (50%) - Voted rating: 0
01/14/00,1 Pd 20:0,Denny Lambert,ATL,Luke Richardson,PHI,Voted winner: Draw (50%) - Voted rating: 0
01/13/00,2 Pd 19:56,Ian Laperriere,LAK,Jamal Mayers,STL,Voted winner: Draw (50%) - Voted rating: 0
01/13/00,2 Pd 19:16,Paul Mara,TBL,Brad Isbister,NYI,Voted winner: Draw (50%) - Voted rating: 0
01/13/00,1 Pd 17:2,Reid Simpson,TBL,Eric Cairns,NYI,Voted winner: Draw (50%) - Voted rating: 0
01/13/00,1 Pd 12:16,Martin Lapointe,DET,Bryan McCabe,CHI,Voted winner: Draw (50%) - Voted rating: 0
01/13/00,2 Pd 19:45,Jay Henderson,BOS,Rhett Warrener,BUF,Voted winner: Draw (50%) - Voted rating: 0
01/12/00,3 Pd 14:38,Kelly Buchberger,ATL,Ken Klee,WAS,Voted winner: Draw (50%) - Voted rating: 0
01/12/00,1 Pd 7:9,Bob Probert,CHI,Donald Brashear,VAN,Voted winner: Draw (50%) - Voted rating: 7.5
01/11/00,3 Pd 13:53,Alex Korolyuk,SJS,Bob Bassen,STL,Voted winner: Draw (50%) - Voted rating: 0
01/11/00,2 Pd 8:50,Ian Herbers,TBL,Denis Pederson,NJD,Voted winner: Draw (50%) - Voted rating: 0
01/09/00,2 Pd 3:55,Ryan VandenBussche,CHI,Chris Dingman,COL,Voted winner: Draw (50%) - Voted rating: 0
01/09/00,2 Pd 0:14,Jamie Allison,CHI,Jeff Odgers,COL,Voted winner: Draw (50%) - Voted rating: 0
01/09/00,2 Pd 11:12,Bob Probert,CHI,Chris Dingman,COL,Voted winner: Draw (50%) - Voted rating: 2
01/08/00,3 Pd 7:42,Luke Richardson,PHI,Matthew Barnaby,PIT,Voted winner: Draw (50%) - Voted rating: 0
01/08/00,2 Pd 19:27,Chris Simon,WAS,Chris Tamer,ATL,Voted winner: Draw (50%) - Voted rating: 0
01/08/00,3 Pd 1:11,Kyle McLaren,BOS,Brad Isbister,NYI,Voted winner: Draw (50%) - Voted rating: 0
01/08/00,1 Pd 16:37,Marty McSorley,BOS,Dave Scatchard,NYI,Voted winner: Marty McSorley (50%) - Voted rating: 5
01/08/00,1 Pd 2:50,Krzysztof Oliwa,NJD,Louie Debrusk,ARI,Voted winner: Draw (50%) - Voted rating: 5
01/07/00,2 Pd 3:4,Georges Laraque,EDM,Kyle Freadrich,TBL,Voted winner: Draw (50%) - Voted rating: 0
01/07/00,1 Pd 9:6,Sean Brown,EDM,Reid Simpson,TBL,Voted winner: Draw (50%) - Voted rating: 0
01/07/00,1 Pd 4:11,Nolan Pratt,CAR,Mike LeClerc,ANA,Voted winner: Draw (50%) - Voted rating: 0
01/07/00,2 Pd 6:37,Ethan Moreau,EDM,Chris Gratton,TBL,Voted winner: Chris Gratton (100%) - Voted rating: 5
01/06/00,2 Pd 14:3,Craig Berube,PHI,Steve Webb,NYI,Voted winner: Draw (50%) - Voted rating: 0
01/06/00,2 Pd 13:58,Luke Richardson,PHI,Brad Isbister,NYI,Voted winner: Draw (50%) - Voted rating: 0
01/06/00,1 Pd 1:49,Brendan Shanahan,DET,Bob Boughner,NSH,Voted winner: Draw (50%) - Voted rating: 5
01/06/00,1 Pd 3:1,Ryan VandenBussche,CHI,Wade Belak,CAL,Voted winner: Wade Belak (75%) - Voted rating: 7.25
01/06/00,2 Pd 7:33,Bob Probert,CHI,Wade Belak,CAL,Voted winner: Bob Probert (16.7%) - Voted rating: 7.33
01/05/00,3 Pd 19:42,Greg de Vries,COL,Jason Wiemer,CAL,Voted winner: Draw (50%) - Voted rating: 0
01/05/00,1 Pd 2:12,Chris Dingman,COL,Andrei Nazarov,CAL,Voted winner: Draw (50%) - Voted rating: 0
01/05/00,1 Pd 2:24,Dennis Bonvie,PIT,Krzysztof Oliwa,NJD,Voted winner: Dennis Bonvie (100%) - Voted rating: 6.5
01/05/00,2 Pd 16:19,Brad Lukowich,DAL,Scott Walker,NSH,Voted winner: Brad Lukowich (100%) - Voted rating: 5
01/05/00,1 Pd 13:51,Stu Grimson,ANA,Peter Worrell,FLA,Voted winner: Stu Grimson (100%) - Voted rating: 6
01/03/00,2 Pd 17:27,Nik Antropov,TOR,Cory Sarich,BUF,Voted winner: Draw (50%) - Voted rating: 0
01/03/00,1 Pd 8:34,Kris King,TOR,Wayne Primeau,BUF,Voted winner: Kris King (100%) - Voted rating: 5
01/02/00,2 Pd 14:53,Dave Scatchard,NYI,Sandy McCarthy,PHI,Voted winner: Dave Scatchard (100%) - Voted rating: 4
01/02/00,1 Pd 15:24,Clarke Wilm,CAL,Jason Strudwick,VAN,Voted winner: Draw (50%) - Voted rating: 0
01/02/00,1 Pd 14:38,Jarome Iginla,CAL,Ed Jovanovski,VAN,Voted winner: Draw (50%) - Voted rating: 0
01/02/00,3 Pd 18:19,Steve Webb,NYI,Luke Richardson,PHI,Voted winner: Draw (50%) - Voted rating: 0
01/02/00,2 Pd 14:53,Dave Scatchard,NYI,Sandy McCarthy,PHI,Voted winner: Dave Scatchard (100%) - Voted rating: 4
01/01/00,2 Pd 8:11,Joe Sacco,WAS,Tyson Nash,STL,Voted winner: Draw (50%) - Voted rating: 7
01/01/00,1 Pd 17:40,Rob Ray,BUF,Tie Domi,TOR,Voted winner: Tie Domi (100%) - Voted rating: 5
01/01/00,3 Pd 19:19,Joe Thornton,BOS,Ken Daneyko,NJD,Voted winner: Draw (50%) - Voted rating: 6
01/01/00,4 Pd 2:56,Darren Van Impe,BOS,Jason Arnott,NJD,Voted winner: Draw (50%) - Voted rating: 0
01/01/00,3 Pd 3:54,Scott Mellanby,FLA,Pavel Kubina,TBL,Voted winner: Draw (50%) - Voted rating: 0
01/01/00,2 Pd 8:9,Steve Konowalchuk,WAS,Jim Campbell,STL,Voted winner: Jim Campbell (100%) - Voted rating: 10
12/31/99,3 Pd 7:46,Brenden Morrow,DAL,Kevin Haller,ANA,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,1 Pd 3:22,Andre Roy,OTT,Marty McSorley,BOS,Voted winner: Marty McSorley (100%) - Voted rating: 5
12/30/99,1 Pd 10:5,Dennis Bonvie,PIT,Eric Cairns,NYI,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,2 Pd 13:2,Ryan VandenBussche,CHI,Peter Worrell,FLA,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,3 Pd 3:40,Kelly Chase,STL,Ronnie Stern,SJS,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,1 Pd 5:47,Steve McKenna,LAK,Georges Laraque,EDM,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,2 Pd 8:12,Ian Laperriere,LAK,Ethan Moreau,EDM,Voted winner: Ian Laperriere (100%) - Voted rating: 6
12/30/99,3 Pd 18:59,Vladimir Tsyplakov,LAK,Bill Guerin,EDM,Voted winner: Bill Guerin (100%) - Voted rating: 2
12/30/99,3 Pd 10:32,Dennis Bonvie,PIT,Eric Cairns,NYI,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,1 Pd 19:3,Drake Berehowsky,NSH,Denny Lambert,ATL,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,1 Pd 16:1,Jamal Mayers,STL,Stephane Matteau,SJS,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,3 Pd 11:28,Darius Kasparaitis,PIT,Gino Odjick,NYI,Voted winner: Gino Odjick (100%) - Voted rating: 3
12/30/99,3 Pd 18:59,Steve McKenna,LAK,Mike Grier,EDM,Voted winner: Draw (50%) - Voted rating: 0
12/30/99,2 Pd 17:37,Dan Bylsma,LAK,Mike Grier,EDM,Voted winner: Draw (50%) - Voted rating: 0
12/29/99,3 Pd 9:50,Chris Dingman,COL,Steve McKenna,LAK,Voted winner: Draw (50%) - Voted rating: 0
12/29/99,2 Pd 8:21,Rene Corbet,CAL,Mike LeClerc,ANA,Voted winner: Draw (50%) - Voted rating: 0
12/27/99,1 Pd 18:34,Bill Lindsay,CAL,Keith Jones,PHI,Voted winner: Draw (50%) - Voted rating: 0
12/27/99,1 Pd 0:39,Darcy Tucker,TBL,Lance Pitlick,FLA,Voted winner: Darcy Tucker (100%) - Voted rating: 6
12/27/99,3 Pd 11:49,Darcy Tucker,TBL,Todd Simpson,FLA,Voted winner: Draw (50%) - Voted rating: 5
12/27/99,3 Pd 6:56,Georges Laraque,EDM,Stu Grimson,ANA,Voted winner: Draw (50%) - Voted rating: 0
12/27/99,1 Pd 1:33,Rene Corbet,CAL,Luke Richardson,PHI,Voted winner: Draw (50%) - Voted rating: 0
12/27/99,2 Pd 2:0,Wade Belak,CAL,Sandy McCarthy,PHI,Voted winner: Sandy McCarthy (100%) - Voted rating: 6
12/27/99,3 Pd 17:6,Reid Simpson,TBL,Peter Worrell,FLA,Voted winner: Peter Worrell (50%) - Voted rating: 7
12/26/99,1 Pd 4:18,Dan Bylsma,LAK,Jeremy Roenick,ARI,Voted winner: Draw (50%) - Voted rating: 0
12/26/99,1 Pd 17:25,Len Barrie,LAK,Jeremy Roenick,ARI,Voted winner: Draw (50%) - Voted rating: 0
12/26/99,1 Pd 19:47,Steve McKenna,LAK,Louie Debrusk,ARI,Voted winner: Draw (50%) - Voted rating: 0
12/26/99,2 Pd 2:40,Ian Laperriere,LAK,Shane Doan,ARI,Voted winner: Draw (50%) - Voted rating: 0
12/26/99,1 Pd 3:42,Ryan VandenBussche,CHI,Dennis Bonvie,PIT,Voted winner: Draw (50%) - Voted rating: 9
12/26/99,1 Pd 6:23,Ed Ward,ATL,Ben Clymer,TBL,Voted winner: Draw (50%) - Voted rating: 0
12/23/99,1 Pd 10:1,Bob Probert,CHI,Grant Marshall,DAL,Voted winner: Bob Probert (75%) - Voted rating: 7.75
12/23/99,2 Pd 2:50,Rob Ray,BUF,Jeff Odgers,COL,Voted winner: Draw (50%) - Voted rating: 7
12/23/99,1 Pd 1:59,Tie Domi,TOR,Randy McKay,NJD,Voted winner: Draw (50%) - Voted rating: 0
12/23/99,1 Pd 9:37,Ryan VandenBussche,CHI,Jamie Pushor,DAL,Voted winner: Ryan VandenBussche (100%) - Voted rating: 5
12/22/99,1 Pd 14:10,Krzysztof Oliwa,NJD,Sandy McCarthy,PHI,Voted winner: Draw (50%) - Voted rating: 6
12/22/99,1 Pd 18:28,Paul Laus,FLA,Kelly Buchberger,ATL,Voted winner: Draw (50%) - Voted rating: 0
12/22/99,3 Pd 7:41,Jason Marshall,ANA,Shane Doan,ARI,Voted winner: Shane Doan (100%) - Voted rating: 6
12/21/99,2 Pd 2:27,Ian Herbers,TBL,Chris McAllister,TOR,Voted winner: Draw (50%) - Voted rating: 0
12/21/99,2 Pd 19:27,Sean Brown,EDM,Chris Simon,WAS,Voted winner: Draw (50%) - Voted rating: 0
12/21/99,3 Pd 17:48,Dave Scatchard,NYI,Steve Leach,PIT,Voted winner: Draw (50%) - Voted rating: 0
12/20/99,1 Pd 12:30,Paul Laus,FLA,Tie Domi,TOR,Voted winner: Draw (50%) - Voted rating: 6
12/19/99,1 Pd 7:45,Stephane Quintal,NYR,Reid Simpson,TBL,Voted winner: Draw (50%) - Voted rating: 0
12/18/99,3 Pd 3:5,Tyson Nash,STL,Joe Murphy,BOS,Voted winner: Draw (50%) - Voted rating: 0
12/18/99,3 Pd 16:9,Ian Laperriere,LAK,Bryan McCabe,CHI,Voted winner: Draw (50%) - Voted rating: 0
12/18/99,1 Pd 13:12,Sean O'Donnell,LAK,Ryan VandenBussche,CHI,Voted winner: Ryan VandenBussche (100%) - Voted rating: 5
12/17/99,1 Pd 0:9,Johan Garpenlov,ATL,Joe Murphy,BOS,Voted winner: Draw (50%) - Voted rating: 0
12/17/99,1 Pd 3:42,Denny Lambert,ATL,Rob DiMaio,BOS,Voted winner: Draw (50%) - Voted rating: 0
12/17/99,3 Pd 7:28,Todd Harvey,NYR,Mike Eagles,WAS,Voted winner: Draw (50%) - Voted rating: 0
12/17/99,3 Pd 0:27,Tom Poti,EDM,Jamie Langenbrunner,DAL,Voted winner: Draw (50%) - Voted rating: 0
12/17/99,3 Pd 7:31,Jim McKenzie,ANA,Brad Brown,CHI,Voted winner: Draw (50%) - Voted rating: 0
12/15/99,2 Pd 4:40,Jeff Odgers,COL,Stu Grimson,ANA,Voted winner: Stu Grimson (100%) - Voted rating: 8
12/15/99,1 Pd 2:35,Sami Helenius,COL,Jim McKenzie,ANA,Voted winner: Jim McKenzie (100%) - Voted rating: 6
12/15/99,3 Pd 16:50,Tie Domi,TOR,Eric Cairns,NYI,Voted winner: Eric Cairns (100%) - Voted rating: 7
12/15/99,1 Pd 16:31,Byron Ritchie,CAR,Matthew Barnaby,PIT,Voted winner: Draw (50%) - Voted rating: 8
12/15/99,1 Pd 18:22,Stephane Quintal,NYR,Ian Laperriere,LAK,Voted winner: Draw (50%) - Voted rating: 0
12/15/99,2 Pd 19:22,Sylvain Lefebvre,NYR,Marko Tuomainen,LAK,Voted winner: Draw (50%) - Voted rating: 0
12/15/99,1 Pd 16:58,Denny Lambert,ATL,Brendan Witt,WAS,Voted winner: Draw (50%) - Voted rating: 0
12/15/99,2 Pd 19:59,Martin Lapointe,DET,Sean Brown,EDM,Voted winner: Draw (50%) - Voted rating: 0
12/14/99,1 Pd 18:23,Sheldon Souray,NJD,Steve McKenna,LAK,Voted winner: Draw (50%) - Voted rating: 0
12/14/99,1 Pd 5:43,Reid Simpson,TBL,Patrick Cote,NSH,Voted winner: Draw (50%) - Voted rating: 0
12/14/99,1 Pd 5:20,Brantt Myhres,SJS,Ryan VandenBussche,CHI,Voted winner: Brantt Myhres (42.9%) - Voted rating: 7.29
12/14/99,2 Pd 1:17,Eric Cairns,NYI,Georges Laraque,EDM,Voted winner: Draw (50%) - Voted rating: 3
12/14/99,3 Pd 13:7,Sheldon Souray,NJD,Ian Laperriere,LAK,Voted winner: Draw (50%) - Voted rating: 0
12/12/99,2 Pd 1:14,Ladislav Kohn,ANA,Kelly Buchberger,ATL,Voted winner: Draw (50%) - Voted rating: 0
12/11/99,2 Pd 12:31,Alexander Karpovtsev,TOR,Eric Lindros,PHI,Voted winner: Eric Lindros (100%) - Voted rating: 6
12/11/99,1 Pd 2:38,Jim Cummins,MON,Steve McKenna,LAK,Voted winner: Draw (50%) - Voted rating: 0
12/11/99,2 Pd 12:40,Mike Johnson,TOR,Luke Richardson,PHI,Voted winner: Draw (50%) - Voted rating: 0
12/11/99,2 Pd 12:40,Dmitri Yushkevich,TOR,Sandy McCarthy,PHI,Voted winner: Draw (50%) - Voted rating: 0
12/11/99,1 Pd 10:14,Patrick Cote,NSH,Peter Worrell,FLA,Voted winner: Draw (50%) - Voted rating: 0
12/11/99,2 Pd 4:41,Patrick Cote,NSH,Peter Worrell,FLA,Voted winner: Draw (50%) - Voted rating: 0
12/11/99,1 Pd 2:40,Kelly Chase,STL,Jamie Pushor,DAL,Voted winner: Draw (50%) - Voted rating: 0
12/11/99,2 Pd 2:35,Arron Asham,MON,Ian Laperriere,LAK,Voted winner: Arron Asham (100%) - Voted rating: 5
12/11/99,2 Pd 12:40,Tie Domi,TOR,Craig Berube,PHI,Voted winner: Draw (50%) - Voted rating: 10
12/10/99,2 Pd 8:21,Rhett Warrener,BUF,Jamie Allison,CHI,Voted winner: Rhett Warrener (100%) - Voted rating: 5
12/10/99,3 Pd 16:22,Patrick Marleau,SJS,Steve Staios,ATL,Voted winner: Draw (50%) - Voted rating: 0
12/10/99,1 Pd 2:16,Cale Hulse,CAL,Jason Strudwick,VAN,Voted winner: Draw (50%) - Voted rating: 0
12/09/99,2 Pd 15:4,Craig Berube,PHI,Tie Domi,TOR,Voted winner: Tie Domi (100%) - Voted rating: 2.5
12/09/99,1 Pd 16:56,Chris Therien,PHI,Kris King,TOR,Voted winner: Draw (50%) - Voted rating: 0
12/09/99,1 Pd 12:36,Brad Brown,CHI,Krzysztof Oliwa,NJD,Voted winner: Draw (50%) - Voted rating: 0
12/09/99,1 Pd 0:40,Keith Jones,PHI,Steve Thomas,TOR,Voted winner: Draw (50%) - Voted rating: 2
12/08/99,2 Pd 3:20,Brantt Myhres,SJS,Chris Dingman,COL,Voted winner: Draw (50%) - Voted rating: 0
12/07/99,1 Pd 4:8,Ken Daneyko,NJD,Steve Leach,PIT,Voted winner: Draw (50%) - Voted rating: 0
12/07/99,3 Pd 20:0,Joe Sacco,WAS,Josh Green,NYI,Voted winner: Draw (50%) - Voted rating: 0
12/06/99,3 Pd 15:8,Doug Gilmour,CHI,Jim Dowd,EDM,Voted winner: Draw (50%) - Voted rating: 0
12/06/99,2 Pd 2:55,Steve Staios,ATL,Drake Berehowsky,NSH,Voted winner: Draw (50%) - Voted rating: 0
12/06/99,3 Pd 19:0,Alexei Zhamnov,CHI,Todd Marchant,EDM,Voted winner: Draw (50%) - Voted rating: 0
12/06/99,1 Pd 14:8,Andy Sutton,SJS,Reid Simpson,TBL,Voted winner: Draw (50%) - Voted rating: 0
12/04/99,1 Pd 9:21,Scott Thornton,MON,Craig Berube,PHI,Voted winner: Draw (50%) - Voted rating: 0
12/04/99,1 Pd 16:52,Sean Brown,EDM,Brad May,VAN,Voted winner: Draw (50%) - Voted rating: 0
12/04/99,1 Pd 6:29,Len Barrie,LAK,Darcy Tucker,TBL,Voted winner: Draw (50%) - Voted rating: 0
12/04/99,2 Pd 17:36,Donald Audette,LAK,Steve Martins,TBL,Voted winner: Draw (50%) - Voted rating: 0
12/04/99,2 Pd 6:49,Marc Bergevin,STL,Andy Sutton,SJS,Voted winner: Draw (50%) - Voted rating: 0
12/03/99,3 Pd 4:45,Lyle Odelein,NJD,Andre Roy,OTT,Voted winner: Draw (50%) - Voted rating: 0
12/03/99,1 Pd 18:44,Mike LeClerc,ANA,Ian Laperriere,LAK,Voted winner: Draw (50%) - Voted rating: 0
12/03/99,1 Pd 2:12,Denny Lambert,ATL,Peter Worrell,FLA,Voted winner: Draw (50%) - Voted rating: 0
12/03/99,1 Pd 2:28,Krzysztof Oliwa,NJD,Andre Roy,OTT,Voted winner: Krzysztof Oliwa (100%) - Voted rating: 5
12/02/99,1 Pd 9:10,Matthew Barnaby,PIT,Ronnie Stern,SJS,Voted winner: Draw (50%) - Voted rating: 0
12/01/99,1 Pd 7:30,Arron Asham,MON,Brad Lukowich,DAL,Voted winner: Arron Asham (97.3%) - Voted rating: 6.11
12/01/99,1 Pd 18:1,Sean Brown,EDM,Jeff Odgers,COL,Voted winner: Draw (50%) - Voted rating: 0
12/01/99,1 Pd 15:36,Georges Laraque,EDM,Chris Dingman,COL,Voted winner: Draw (50%) - Voted rating: 0
12/01/99,1 Pd 5:42,Krzysztof Oliwa,NJD,Darren Langdon,NYR,Voted winner: Draw (50%) - Voted rating: 0
12/01/99,1 Pd 7:33,Stu Grimson,ANA,Reid Simpson,TBL,Voted winner: Reid Simpson (100%) - Voted rating: 5
11/30/99,3 Pd 18:31,Rob Ray,BUF,Matthew Barnaby,PIT,Voted winner: Rob Ray (100%) - Voted rating: 5.67
11/30/99,2 Pd 2:59,Patrick Cote,NSH,Louie Debrusk,ARI,Voted winner: Draw (50%) - Voted rating: 0
11/28/99,1 Pd 2:38,Brantt Myhres,SJS,Krzysztof Oliwa,NJD,Voted winner: Brantt Myhres (100%) - Voted rating: 5.75
11/28/99,2 Pd 10:0,Chris Tamer,ATL,Jamie Pushor,DAL,Voted winner: Draw (50%) - Voted rating: 0
11/28/99,1 Pd 10:5,Brantt Myhres,SJS,Krzysztof Oliwa,NJD,Voted winner: Draw (50%) - Voted rating: 6.2
11/28/99,2 Pd 4:20,Darcy Tucker,TBL,Michael Peca,BUF,Voted winner: Draw (50%) - Voted rating: 8
11/27/99,2 Pd 14:26,Paul Laus,FLA,Denny Lambert,ATL,Voted winner: Draw (50%) - Voted rating: 0
11/27/99,1 Pd 15:24,Shayne Corson,MON,Ed Jovanovski,VAN,Voted winner: Shayne Corson (100%) - Voted rating: 7
11/27/99,1 Pd 0:32,Jim Cummins,MON,Donald Brashear,VAN,Voted winner: Draw (50%) - Voted rating: 0
11/27/99,2 Pd 4:54,Sami Helenius,COL,Andrei Nazarov,CAL,Voted winner: Sami Helenius (100%) - Voted rating: 4
11/27/99,2 Pd 10:3,Adam Deadmarsh,COL,Derek Morris,CAL,Voted winner: Draw (50%) - Voted rating: 0
11/27/99,3 Pd 19:1,Paul Laus,FLA,Kelly Buchberger,ATL,Voted winner: Draw (50%) - Voted rating: 0
11/27/99,1 Pd 0:50,Arron Asham,MON,Dave Scatchard,VAN,Voted winner: Draw (50%) - Voted rating: 0
11/27/99,1 Pd 16:14,Shjon Podein,COL,Jarome Iginla,CAL,Voted winner: Jarome Iginla (100%) - Voted rating: 5
11/26/99,3 Pd 8:25,Louie Debrusk,ARI,Jeff Odgers,COL,Voted winner: Louie Debrusk (100%) - Voted rating: 5
11/25/99,1 Pd 9:35,Chris Tamer,ATL,Mike Fisher,OTT,Voted winner: Draw (50%) - Voted rating: 0
11/25/99,2 Pd 6:5,Wade Belak,CAL,Ryan VandenBussche,CHI,Voted winner: Ryan VandenBussche (50%) - Voted rating: 8
11/24/99,3 Pd 13:49,Paul Laus,FLA,Luke Richardson,PHI,Voted winner: Draw (50%) - Voted rating: 7
11/24/99,1 Pd 13:43,Todd Simpson,FLA,Craig Berube,PHI,Voted winner: Draw (50%) - Voted rating: 0
11/24/99,1 Pd 17:56,Chris Murray,DAL,Sean O'Donnell,LAK,Voted winner: Draw (50%) - Voted rating: 0
11/24/99,3 Pd 19:35,Rob Ray,BUF,Chris Simon,WAS,Voted winner: Chris Simon (100%) - Voted rating: 6.71
11/23/99,2 Pd 6:0,Sami Helenius,COL,Steve McKenna,LAK,Voted winner: Draw (50%) - Voted rating: 0
11/23/99,1 Pd 2:26,Jeff Odgers,COL,Steve McKenna,LAK,Voted winner: Draw (50%) - Voted rating: 0
11/23/99,1 Pd 2:16,Cale Hulse,CAL,Eric Cairns,NYI,Voted winner: Draw (50%) - Voted rating: 0
11/20/99,2 Pd 4:22,Phil Crowe,NSH,Donald Brashear,VAN,Voted winner: Draw (50%) - Voted rating: 0
11/20/99,2 Pd 15:0,Phil Crowe,NSH,Donald Brashear,VAN,Voted winner: Draw (50%) - Voted rating: 0
11/20/99,3 Pd 18:28,Sandy McCarthy,PHI,Reid Simpson,TBL,Voted winner: Sandy McCarthy (100%) - Voted rating: 9
11/19/99,2 Pd 13:14,Stu Grimson,ANA,Ryan VandenBussche,CHI,Voted winner: Ryan VandenBussche (88.7%) - Voted rating: 5.11
11/19/99,1 Pd 11:40,Stu Grimson,ANA,Brad Brown,CHI,Voted winner: Draw (50%) - Voted rating: 6
11/19/99,1 Pd 16:57,Matt Johnson,ATL,Rob Ray,BUF,Voted winner: Matt Johnson (100%) - Voted rating: 7.5
11/19/99,3 Pd 6:15,Stu Grimson,ANA,Ryan VandenBussche,CHI,Voted winner: Stu Grimson (94.5%) - Voted rating: 8.11
11/19/99,1 Pd 10:17,Chris Tamer,ATL,Rhett Warrener,BUF,Voted winner: Draw (50%) - Voted rating: 0
11/18/99,1 Pd 10:38,Rob Valicevic,NSH,Brian Savage,MON,Voted winner: Draw (50%) - Voted rating: 0
11/18/99,1 Pd 4:16,Scott Walker,NSH,Jim Cummins,MON,Voted winner: Draw (50%) - Voted rating: 0
