,Unnamed: 0,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,id,fullName,Team+day,day,TOI_MovingAverage,SA_MovingAverage,FA_MovingAverage,GA_MovingAverage,xGA_MovingAverage,HDCA_MovingAverage,HDGA_MovingAverage,fwkSV%_GoalKeeper,GSAx_GoalKeeper,GSAx/60_GoalKeeper,HDCSV%__GoalKeeper
52,4,2016-03-26 EDM at L.A,EDM,58.033333333333,43,60,41.75,35,50,41.18,28,32,46.67,4,5,44.44,2.69,3.25,45.24,24,32,42.86,4,4,50.00,11,14,44.0,3,2,60.00,13,18,41.94,1,2,33.33,15,23,39.47,0,1,0.00,14.29,84.38,0.987,2,5,0,0,100.00,13,19,23,36.11,8473541,Jonathan Bernier,EDM + 2016-03-26,2016-03-26,2073.566666666666,962.0,1372.0,79.0,84.32000000000001,358.0,48.0,0.9424198250728864,2.4398540357194536,0.07059876323074601,0.8659217877094972
53,5,2017-01-21 EDM at CGY,EDM,59.983333333333,39,77,33.62,35,58,37.63,31,41,43.06,7,3,70.00,2.33,3.28,41.59,17,34,33.33,5,3,62.50,5,16,23.81,1,2,33.33,12,18,40.0,4,1,80.00,19,38,33.33,1,0,100.00,22.58,92.68,1.153,1,3,0,0,100.00,16,26,28,36.36,8473541,Jonathan Bernier,EDM + 2017-01-21,2017-01-21,2109.299999999999,983.0,1406.0,84.0,86.89,371.0,50.0,0.9402560455192034,2.4716256578011673,0.07030651849811317,0.8652291105121294
54,6,2017-01-31 MIN at EDM,EDM,27.266666666667,39,22,63.93,28,19,59.57,19,16,54.29,1,1,50.00,1.54,1.45,51.53,17,12,58.62,1,1,50.00,8,8,50.0,1,0,100.00,9,4,69.23,0,1,0.00,17,10,62.96,0,0,-,5.26,93.75,0.99,0,2,0,0,-,18,13,8,69.23,8473541,Jonathan Bernier,EDM + 2017-01-31,2017-01-31,2110.199999999999,1006.0,1438.0,83.0,88.29,377.0,50.0,0.9422809457579973,2.5103781632072804,0.07137839531439527,0.8673740053050398
55,7,2017-02-11 CHI at EDM,EDM,20.0,26,8,76.47,15,6,71.43,13,5,72.22,0,1,0.00,0.81,0.47,63.22,12,6,66.67,0,1,0.00,5,2,71.43,0,1,0.00,7,4,63.64,0,0,-,12,1,92.31,0,0,-,0.0,80.0,0.8,0,1,0,0,-,6,5,2,75.0,8473541,Jonathan Bernier,EDM + 2017-02-11,2017-02-11,2119.216666666666,1012.0,1444.0,84.0,89.05,382.0,50.0,0.9418282548476454,2.5212145997341797,0.0713815054229397,0.8691099476439791
56,8,2017-02-21 EDM at T.B,EDM,58.283333333333,39,54,41.94,29,36,44.62,21,27,43.75,1,3,25.00,1.23,1.63,43.06,14,19,42.42,1,3,25.00,5,9,35.71,0,2,0.00,9,10,47.37,1,1,50.00,23,32,41.82,0,0,-,4.76,88.89,0.937,0,3,0,0,-,17,24,16,51.52,8473541,Jonathan Bernier,EDM + 2017-02-21,2017-02-21,2079.216666666666,977.0,1389.0,84.0,86.31,371.0,51.0,0.9395248380129589,2.4906495234583548,0.07187272678372529,0.862533692722372
57,9,2017-03-22 EDM at ANA,EDM,26.916666666667,24,29,45.28,17,25,40.48,11,16,40.74,0,0,-,1.5,2.28,39.66,14,15,48.28,0,0,-,7,9,43.75,0,0,-,7,6,53.85,0,0,-,10,14,41.67,0,0,-,0.0,100.0,1.0,0,2,0,0,-,9,4,11,45.0,8473541,Jonathan Bernier,EDM + 2017-03-22,2017-03-22,2100.999999999999,988.0,1400.0,86.0,86.66,374.0,53.0,0.9385714285714286,2.47482151356497,0.07067553108705296,0.8582887700534759
58,10,2017-03-23 EDM at COL,EDM,20.0,27,16,62.79,19,8,70.37,15,6,71.43,5,0,100.00,1.88,0.33,84.92,14,6,70.0,4,0,100.00,7,2,77.78,3,0,100.00,7,4,63.64,1,0,100.00,10,8,55.56,1,0,100.00,33.33,100.0,1.333,0,1,0,0,-,8,7,7,53.33,8473541,Jonathan Bernier,EDM + 2017-03-23,2017-03-23,2067.916666666666,975.0,1388.0,84.0,86.58,376.0,53.0,0.9394812680115274,2.512093491839614,0.07288766125829227,0.8590425531914894
59,11,2017-03-25 COL at EDM,EDM,60.0,48,58,45.28,35,32,52.24,29,25,53.7,4,1,80.00,3.18,2.28,58.26,27,36,42.86,3,1,75.00,15,16,48.39,1,1,50.00,12,20,37.5,2,0,100.00,15,18,45.45,1,0,100.00,13.79,96.0,1.098,0,3,0,0,-,18,26,14,56.25,8473541,Jonathan Bernier,EDM + 2017-03-25,2017-03-25,2025.433333333333,947.0,1354.0,83.0,84.39,370.0,52.0,0.9387001477104875,2.499909484390172,0.0740555448529913,0.8594594594594595
60,12,2017-04-09 VAN at EDM,EDM,60.0,66,41,61.68,54,29,65.06,44,17,72.13,5,2,71.43,3.81,1.82,67.69,38,21,64.41,5,1,83.33,16,7,69.57,3,1,75.00,22,14,61.11,2,0,100.00,27,16,62.79,0,1,0.00,11.36,88.24,0.996,0,3,0,0,-,33,22,15,68.75,8473541,Jonathan Bernier,EDM + 2017-04-09,2017-04-09,2027.1166666666659,945.0,1346.0,80.0,84.46000000000001,374.0,50.0,0.9405646359583952,2.4999054486257175,0.07399392910334536,0.8663101604278075
61,0,2015-10-08 OTT at BUF,BUF,27.5,21,23,47.73,14,17,45.16,8,12,40.0,0,1,0.0,0.48,0.78,37.98,9,7,56.25,0,1,0.00,1,2,33.33,0,0,-,8,5,61.54,0,1,0.00,11,15,42.31,0,0,-,0.00,91.67,0.917,0,2,0,0,-,7,14,14,33.33,8473541,Jonathan Bernier,BUF + 2015-10-08,2015-10-08,2074.416666666666,957.0,1368.0,81.0,85.75,378.0,51.0,0.9407894736842105,2.4802153215763476,0.07173723663419318,0.8650793650793651
62,1,2016-01-15 BOS at BUF,BUF,59.433333333333,55,46,54.46,47,38,55.29,34,30,53.13,1,3,25.0,2.39,1.5,61.50,25,15,62.50,1,2,33.33,10,6,62.50,1,1,50.00,15,9,62.50,0,1,0.00,28,26,51.85,0,1,0.00,2.94,90.0,0.929,1,4,0,0,100.00,17,20,22,43.59,8473541,Jonathan Bernier,BUF + 2016-01-15,2016-01-15,2042.183333333333,940.0,1346.0,78.0,84.02,372.0,49.0,0.9420505200594353,2.468534493311897,0.07252633354761515,0.8682795698924731
63,2,2016-01-20 BUF at COL,BUF,59.716666666667,46,55,45.54,35,47,42.68,28,35,44.44,1,2,33.33,2.06,2.12,49.38,21,23,47.73,1,1,50.00,9,7,56.25,0,1,0.00,12,16,42.86,1,0,100.00,17,28,37.78,0,1,0.00,3.57,94.29,0.979,0,3,0,0,-,15,13,20,42.86,8473541,Jonathan Bernier,BUF + 2016-01-20,2016-01-20,2041.6166666666659,943.0,1348.0,78.0,83.63,367.0,49.0,0.9421364985163204,2.4577581491791642,0.07222976348028927,0.8664850136239782
64,3,2016-01-22 DET at BUF,BUF,58.7,44,74,37.29,34,63,35.05,19,44,30.16,0,2,0.0,1.6,3.72,30.11,19,33,36.54,0,1,0.00,7,15,31.82,0,1,0.00,12,18,40.00,0,0,-,20,40,33.33,0,1,0.00,0.00,95.45,0.955,0,4,0,0,-,18,16,22,45.0,8473541,Jonathan Bernier,BUF + 2016-01-22,2016-01-22,2043.1833333333332,957.0,1362.0,78.0,83.72,366.0,48.0,0.9427312775330396,2.4585165305772856,0.0721966499178425,0.8688524590163934
65,4,2016-01-26 BUF at OTT,BUF,59.966666666667,45,68,39.82,28,50,35.9,22,36,37.93,3,2,60.0,1.8,3.02,37.31,18,27,40.00,3,2,60.00,8,10,44.44,3,2,60.00,10,17,37.04,0,0,-,26,34,43.33,0,0,-,13.64,94.44,1.081,1,3,0,0,100.00,10,26,27,27.03,8473541,Jonathan Bernier,BUF + 2016-01-26,2016-01-26,2041.883333333333,983.0,1398.0,80.0,85.83,377.0,49.0,0.9427753934191703,2.5220833707443298,0.07411050365822068,0.870026525198939
66,5,2016-02-03 BUF at MTL,BUF,59.333333333333,61,57,51.69,40,42,48.78,32,35,47.76,4,2,66.67,2.42,2.77,46.68,21,20,51.22,3,2,60.00,7,12,36.84,3,2,60.00,14,8,63.64,0,0,-,34,31,52.31,0,0,-,12.50,94.29,1.068,2,3,0,0,100.00,29,11,20,59.18,8473541,Jonathan Bernier,BUF + 2016-02-03,2016-02-03,2041.8500000000001,994.0,1412.0,80.0,86.74,378.0,49.0,0.943342776203966,2.5488649998775617,0.07489869480748032,0.8703703703703703
67,6,2016-02-06 BUF at BOS,BUF,62.483333333333,64,67,48.85,54,55,49.54,38,38,50.0,1,2,33.33,2.65,2.92,47.57,24,26,48.00,1,2,33.33,9,16,36.00,1,2,33.33,15,10,60.00,0,0,-,39,37,51.32,0,0,-,2.63,94.74,0.974,1,4,0,0,100.00,29,16,23,55.77,8473541,Jonathan Bernier,BUF + 2016-02-06,2016-02-06,2041.633333333333,992.0,1405.0,78.0,85.42,373.0,48.0,0.9444839857651246,2.5103430260085884,0.07377455055291449,0.871313672922252
68,7,2016-02-09 FLA at BUF,BUF,20.366666666667,15,17,46.88,11,14,44.0,9,12,42.86,0,4,0.0,0.3,0.32,47.94,5,3,62.50,0,1,0.00,1,1,50.00,0,1,0.00,4,2,66.67,0,0,-,10,11,47.62,0,3,0.00,0.00,66.67,0.667,0,2,0,0,-,7,8,7,50.0,8473541,Jonathan Bernier,BUF + 2016-02-09,2016-02-09,2043.499999999999,1003.0,1414.0,78.0,84.85,375.0,50.0,0.9448373408769448,2.4913139221923184,0.07314843911501795,0.8666666666666667
69,8,2016-02-11 BUF at PHI,BUF,60.0,90,42,68.18,58,29,66.67,42,28,60.0,1,5,16.67,4.51,1.9,70.39,38,18,67.86,1,4,20.00,17,8,68.00,1,3,25.00,21,10,67.74,0,1,0.00,42,17,71.19,0,1,0.00,2.38,82.14,0.845,0,3,0,0,-,15,16,16,48.39,8473541,Jonathan Bernier,BUF + 2016-02-11,2016-02-11,2003.866666666666,982.0,1376.0,81.0,82.38,367.0,51.0,0.9411337209302325,2.4666311797192098,0.07385614684101702,0.8610354223433242
70,9,2016-02-14 COL at BUF,BUF,59.833333333333,42,60,41.18,29,47,38.16,21,35,37.5,4,1,80.0,2.11,2.4,46.72,19,25,43.18,1,1,50.00,9,5,64.29,1,1,50.00,10,20,33.33,0,0,-,19,31,38.0,1,0,100.00,19.05,97.14,1.162,2,3,0,0,100.00,16,13,27,37.21,8473541,Jonathan Bernier,BUF + 2016-02-14,2016-02-14,2003.866666666666,982.0,1370.0,85.0,82.21000000000001,367.0,53.0,0.9379562043795621,2.461541020693327,0.07370373672978892,0.8555858310626703
71,10,2016-02-16 BUF at OTT,BUF,64.966666666667,61,63,49.19,54,41,56.84,39,26,60.0,1,1,50.0,2.81,2.4,53.95,25,25,50.00,1,1,50.00,10,10,50.00,1,1,50.00,15,15,50.00,0,0,-,33,32,50.77,0,0,-,2.56,96.15,0.987,1,4,0,0,100.00,20,18,22,47.62,8473541,Jonathan Bernier,BUF + 2016-02-16,2016-02-16,1998.699999999999,987.0,1373.0,83.0,80.64,352.0,51.0,0.9395484340859432,2.420773502776806,0.07267044086986964,0.8551136363636364
72,11,2016-02-19 BUF at CBJ,BUF,60.0,51,65,43.97,42,50,45.65,35,38,47.95,4,0,100.0,3.85,3.74,50.71,24,30,44.44,3,0,100.00,13,18,41.94,3,0,100.00,11,12,47.83,0,0,-,22,29,43.14,0,0,-,11.43,100.0,1.114,0,3,0,0,-,21,12,22,48.84,8473541,Jonathan Bernier,BUF + 2016-02-19,2016-02-19,2003.6666666666658,990.0,1378.0,82.0,80.38000000000001,347.0,50.0,0.9404934687953556,2.40698719015139,0.07207747366948102,0.8559077809798271
73,12,2016-02-21 PIT at BUF,BUF,58.716666666667,44,58,43.14,35,39,47.3,26,31,45.61,2,4,33.33,1.84,2.49,42.42,16,24,40.00,1,3,25.00,9,14,39.13,1,3,25.00,7,10,41.18,0,0,-,22,26,45.83,1,1,50.00,7.69,87.1,0.948,0,3,0,0,-,26,25,18,59.09,8473541,Jonathan Bernier,BUF + 2016-02-21,2016-02-21,2023.299999999999,1011.0,1404.0,80.0,82.82,360.0,48.0,0.9430199430199431,2.455987742796423,0.07283114939345893,0.8666666666666667
74,13,2016-02-24 BUF at ANA,BUF,59.25,52,64,44.83,38,47,44.71,26,29,47.27,0,1,0.0,2.21,2.77,44.37,27,26,50.94,0,0,-,11,10,52.38,0,0,-,16,16,50.00,0,0,-,22,38,36.67,0,1,0.00,0.00,96.55,0.966,0,3,1,0,0.00,13,22,26,33.33,8473541,Jonathan Bernier,BUF + 2016-02-24,2016-02-24,2022.099999999999,1018.0,1403.0,84.0,83.03999999999999,365.0,51.0,0.940128296507484,2.4639730972751113,0.07311131291059135,0.8602739726027397
75,14,2016-02-27 BUF at L.A,BUF,58.266666666667,44,57,43.56,30,45,40.0,21,35,37.5,0,2,0.0,1.95,2.19,47.14,17,20,45.95,0,2,0.00,9,8,52.94,0,2,0.00,8,12,40.00,0,0,-,25,31,44.64,0,0,-,0.00,94.29,0.943,0,3,0,0,-,15,21,17,46.88,8473541,Jonathan Bernier,BUF + 2016-02-27,2016-02-27,2055.399999999999,1036.0,1436.0,82.0,84.83,370.0,48.0,0.9428969359331476,2.476306315072493,0.0722868438767878,0.8702702702702703
76,15,2016-03-01 EDM at BUF,BUF,63.8,52,69,42.98,40,56,41.67,32,41,43.84,1,2,33.33,1.58,2.54,38.41,17,27,38.64,1,2,33.33,9,13,40.91,1,1,50.00,8,14,36.36,0,1,0.00,26,33,44.07,0,0,-,3.13,95.12,0.982,0,4,0,0,-,23,23,22,51.11,8473541,Jonathan Bernier,BUF + 2016-03-01,2016-03-01,2053.349999999999,1036.0,1436.0,81.0,83.54,366.0,47.0,0.9435933147632312,2.4410840821097244,0.07132980004703705,0.8715846994535519
77,16,2016-03-03 CGY at BUF,BUF,59.866666666667,56,54,50.91,46,38,54.76,35,29,54.69,6,3,66.67,3.71,2.04,64.57,27,24,52.94,4,2,66.67,14,8,63.64,4,2,66.67,13,16,44.83,0,0,-,25,25,50.0,2,1,66.67,17.14,89.66,1.068,1,3,0,0,100.00,18,22,20,47.37,8473541,Jonathan Bernier,BUF + 2016-03-03,2016-03-03,2057.2999999999993,1043.0,1449.0,80.0,83.41,366.0,45.0,0.9447895100069013,2.4326058426092456,0.07094558428841431,0.8770491803278688
78,17,2016-03-05 MIN at BUF,BUF,45.0,58,53,52.25,47,39,54.65,32,30,51.61,2,2,50.0,2.31,1.85,55.50,22,20,52.38,1,1,50.00,7,9,43.75,1,0,100.00,15,11,57.69,0,1,0.00,30,26,53.57,1,1,50.00,6.25,93.33,0.996,0,3,0,0,-,29,20,17,63.04,8473541,Jonathan Bernier,BUF + 2016-03-05,2016-03-05,2058.283333333333,1044.0,1444.0,81.0,83.37,362.0,46.0,0.9439058171745153,2.430277658566606,0.07084382269075186,0.8729281767955801
79,18,2016-03-08 NYR at BUF,BUF,26.083333333333,16,26,38.1,14,18,43.75,9,14,39.13,0,3,0.0,0.95,0.91,51.10,8,6,57.14,0,1,0.00,3,3,50.00,0,0,-,5,3,62.50,0,1,0.00,8,19,29.63,0,2,0.00,0.00,78.57,0.786,0,2,0,0,-,4,6,10,28.57,8473541,Jonathan Bernier,BUF + 2016-03-08,2016-03-08,2043.2833333333328,1036.0,1432.0,83.0,82.08999999999999,358.0,46.0,0.9420391061452514,2.4105320684845473,0.07078407666210733,0.8715083798882681
80,19,2016-03-10 BUF at MTL,BUF,57.566666666667,64,67,48.85,49,51,49.0,35,34,50.72,2,3,40.0,2.62,3.71,41.41,18,31,36.73,2,3,40.00,13,14,48.15,2,2,50.00,5,17,22.73,0,1,0.00,38,33,53.52,0,0,-,5.71,91.18,0.969,0,3,0,0,-,22,17,32,40.74,8473541,Jonathan Bernier,BUF + 2016-03-10,2016-03-10,2010.716666666666,1020.0,1411.0,84.0,80.25,349.0,44.0,0.9404677533664068,2.394668567591987,0.07145716571480448,0.8739255014326648
81,20,2016-03-16 MTL at BUF,BUF,63.233333333333,68,43,61.26,56,34,62.22,43,22,66.15,2,3,40.0,2.78,1.51,64.80,26,12,68.42,2,1,66.67,10,5,66.67,1,1,50.00,16,7,69.57,1,0,100.00,38,29,56.72,0,2,0.00,4.65,86.36,0.910,1,4,0,0,100.00,28,21,19,59.57,8473541,Jonathan Bernier,BUF + 2016-03-16,2016-03-16,2010.033333333333,1029.0,1426.0,83.0,82.28,356.0,45.0,0.9417952314165497,2.4560786719954897,0.07331456542332435,0.8735955056179775
82,21,2016-10-13 MTL at BUF,BUF,57.933333333333,49,43,53.26,39,35,52.7,29,24,54.72,1,4,20.0,1.94,2.06,48.55,20,18,52.63,1,4,20.00,5,8,38.46,0,3,0.00,15,10,60.00,1,1,50.00,26,22,54.17,0,0,-,3.45,83.33,0.868,0,3,0,0,-,24,22,17,58.54,8473541,Jonathan Bernier,BUF + 2016-10-13,2016-10-13,2040.233333333333,1041.0,1450.0,86.0,83.17,359.0,46.0,0.9406896551724138,2.4458967111604886,0.07192991128610912,0.871866295264624
83,22,2016-10-16 BUF at EDM,BUF,60.0,44,58,43.14,33,43,43.42,24,33,42.11,6,2,75.0,2.55,3.49,42.21,24,38,38.71,4,2,66.67,8,20,28.57,2,2,50.00,16,18,47.06,2,0,100.00,16,17,48.48,1,0,100.00,25.00,93.94,1.189,0,3,0,0,-,22,25,13,62.86,8473541,Jonathan Bernier,BUF + 2016-10-16,2016-10-16,2039.5166666666662,1044.0,1455.0,87.0,83.35000000000001,360.0,47.0,0.9402061855670103,2.4520515481609215,0.07213625428720301,0.8694444444444445
84,23,2016-10-18 BUF at CGY,BUF,62.133333333333,39,61,39.0,29,49,37.18,21,34,38.18,3,4,42.86,2.69,3.33,44.67,17,29,36.96,3,4,42.86,11,14,44.00,2,3,40.00,6,15,28.57,1,1,50.00,18,30,37.5,0,0,-,14.29,88.24,1.025,1,4,0,0,100.00,22,22,22,50.0,8473541,Jonathan Bernier,BUF + 2016-10-18,2016-10-18,2039.5666666666662,1042.0,1452.0,86.0,83.52,362.0,47.0,0.940771349862259,2.456992498406525,0.07227983880778181,0.8701657458563536
85,24,2016-10-20 BUF at VAN,BUF,60.033333333333,47,37,55.95,36,28,56.25,26,20,56.52,1,2,33.33,3.09,2.12,59.36,27,24,52.94,1,2,33.33,14,8,63.64,1,2,33.33,13,16,44.83,0,0,-,18,12,60.0,0,0,-,3.85,90.0,0.938,1,3,0,0,100.00,24,14,24,50.0,8473541,Jonathan Bernier,BUF + 2016-10-20,2016-10-20,2094.899999999999,1076.0,1500.0,90.0,86.84,376.0,50.0,0.94,2.4871831591006743,0.0712353761735837,0.8670212765957447
86,25,2016-10-30 BUF at WPG,BUF,60.0,51,64,44.35,39,49,44.32,28,38,42.42,3,1,75.0,3.27,2.64,55.29,21,18,53.85,3,1,75.00,10,11,47.62,1,1,50.00,11,7,61.11,2,0,100.00,19,39,32.76,0,0,-,10.71,97.37,1.081,0,3,0,0,-,16,21,30,34.78,8473541,Jonathan Bernier,BUF + 2016-10-30,2016-10-30,2094.933333333332,1068.0,1486.0,91.0,88.96000000000001,384.0,52.0,0.9387617765814267,2.5478615071283115,0.0729721027372544,0.8645833333333334
87,26,2016-11-01 BUF at MIN,BUF,60.0,41,60,40.59,32,42,43.24,24,28,46.15,2,1,66.67,2.13,2.14,49.84,20,21,48.78,2,1,66.67,12,12,50.00,2,1,66.67,8,9,47.06,0,0,-,16,31,34.04,0,0,-,8.33,96.43,1.048,0,3,0,0,-,16,18,27,37.21,8473541,Jonathan Bernier,BUF + 2016-11-01,2016-11-01,2094.933333333332,1084.0,1502.0,91.0,89.96000000000001,388.0,53.0,0.9394141145139814,2.5765020366598796,0.07379238266910301,0.8634020618556701
88,27,2016-11-03 TOR at BUF,BUF,58.533333333333,68,45,60.18,53,37,58.89,43,29,59.72,1,2,33.33,4.11,1.72,70.48,31,12,72.09,1,2,33.33,21,9,70.00,1,2,33.33,10,3,76.92,0,0,-,32,30,51.61,0,0,-,2.33,93.1,0.954,0,3,0,0,-,25,21,21,54.35,8473541,Jonathan Bernier,BUF + 2016-11-03,2016-11-03,2136.1499999999987,1106.0,1537.0,91.0,91.23,394.0,53.0,0.940793754066363,2.5624605013692876,0.07197417320045753,0.8654822335025381
89,28,2016-11-05 BUF at OTT,BUF,60.0,64,54,54.24,43,41,51.19,32,33,49.23,2,1,66.67,2.18,2.0,52.18,29,21,58.00,2,1,66.67,6,8,42.86,2,0,100.00,23,13,63.89,0,1,0.00,29,29,50.0,0,0,-,6.25,96.97,1.032,0,3,0,0,-,15,16,23,39.47,8473541,Jonathan Bernier,BUF + 2016-11-05,2016-11-05,2129.9999999999986,1102.0,1524.0,92.0,89.67,393.0,55.0,0.9396325459317585,2.525915492957748,0.07115254909740139,0.8600508905852418
90,29,2016-11-07 BUF at BOS,BUF,60.0,63,73,46.32,46,59,43.81,32,42,43.24,0,4,0.0,2.64,3.56,42.55,30,41,42.25,0,3,0.00,12,11,52.17,0,2,0.00,18,30,37.50,0,1,0.00,29,28,50.88,0,1,0.00,0.00,90.48,0.905,0,3,0,0,-,16,17,24,40.0,8473541,Jonathan Bernier,BUF + 2016-11-07,2016-11-07,2129.9999999999986,1108.0,1523.0,87.0,88.57000000000001,387.0,53.0,0.942875902823375,2.4949295774647906,0.07027970640745894,0.8630490956072352
91,30,2016-11-09 OTT at BUF,BUF,65.0,60,59,50.42,43,43,50.0,32,29,52.46,1,1,50.0,2.27,2.48,47.76,21,20,51.22,1,1,50.00,11,7,61.11,0,1,0.00,10,13,43.48,1,0,100.00,29,36,44.62,0,0,-,3.13,96.55,0.997,0,4,0,0,-,17,19,27,38.64,8473541,Jonathan Bernier,BUF + 2016-11-09,2016-11-09,2132.1499999999987,1125.0,1548.0,88.0,90.15,390.0,53.0,0.9431524547803618,2.536875923363742,0.07138923406037315,0.8641025641025641
92,31,2016-11-12 BUF at N.J,BUF,60.0,38,49,43.68,27,36,42.86,23,27,46.0,2,4,33.33,1.09,1.86,37.07,12,15,44.44,2,2,50.00,4,7,36.36,2,1,66.67,8,8,50.00,0,1,0.00,21,28,42.86,0,2,0.00,8.70,85.19,0.939,0,3,0,0,-,15,19,27,35.71,8473541,Jonathan Bernier,BUF + 2016-11-12,2016-11-12,2138.199999999999,1129.0,1549.0,86.0,89.92999999999999,385.0,52.0,0.9444803098773402,2.5235244598260227,0.070812584224844,0.8649350649350649
93,32,2016-11-15 BUF at STL,BUF,59.783333333333,44,50,46.81,32,40,44.44,24,30,44.44,1,3,25.0,2.4,2.33,50.67,28,26,51.85,1,3,25.00,11,7,61.11,1,2,33.33,17,19,47.22,0,1,0.00,15,24,38.46,0,0,-,4.17,90.0,0.942,1,4,0,0,100.00,16,23,22,42.11,8473541,Jonathan Bernier,BUF + 2016-11-15,2016-11-15,2140.166666666666,1124.0,1535.0,85.0,88.53999999999999,378.0,51.0,0.9446254071661238,2.4822365859356754,0.0695899985154461,0.8650793650793651
94,33,2016-11-17 T.B at BUF,BUF,59.816666666667,49,55,47.12,39,43,47.56,33,38,46.48,1,4,20.0,2.14,2.16,49.85,22,21,51.16,1,4,20.00,11,10,52.38,0,3,0.00,11,11,50.00,1,1,50.00,25,29,46.3,0,0,-,3.03,89.47,0.925,1,3,0,0,100.00,25,18,19,56.82,8473541,Jonathan Bernier,BUF + 2016-11-17,2016-11-17,2139.9666666666662,1113.0,1517.0,85.0,87.59,369.0,51.0,0.9439683586025049,2.4558326453683086,0.06885619342455422,0.8617886178861789
95,34,2016-11-21 CGY at BUF,BUF,59.85,59,57,50.86,44,44,50.0,32,31,50.79,4,2,66.67,2.64,2.08,55.96,26,14,65.00,4,2,66.67,12,6,66.67,3,2,60.00,14,8,63.64,1,0,100.00,26,34,43.33,0,0,-,12.50,93.55,1.060,1,3,0,0,100.00,18,26,15,54.55,8473541,Jonathan Bernier,BUF + 2016-11-21,2016-11-21,2172.516666666666,1135.0,1541.0,88.0,88.30000000000001,371.0,54.0,0.9428942245295263,2.4386464238862775,0.06734990238656091,0.8544474393530997
96,35,2016-11-23 DET at BUF,BUF,65.0,64,47,57.66,52,37,58.43,33,24,57.89,1,1,50.0,3.07,2.01,60.38,36,22,62.07,1,1,50.00,17,8,68.00,1,1,50.00,19,14,57.58,0,0,-,26,20,56.52,0,0,-,3.03,95.83,0.989,0,4,0,0,-,25,18,17,59.52,8473541,Jonathan Bernier,BUF + 2016-11-23,2016-11-23,2212.366666666666,1161.0,1579.0,89.0,89.91,375.0,55.0,0.9436352121595947,2.438384234078137,0.06612965935936853,0.8533333333333334
97,36,2016-11-29 BUF at OTT,BUF,17.8,24,13,64.86,19,6,76.0,14,6,70.0,3,1,75.0,1.15,0.69,62.50,9,7,56.25,2,1,66.67,5,3,62.50,1,1,50.00,4,4,50.00,1,0,100.00,14,5,73.68,1,0,100.00,21.43,83.33,1.048,0,1,0,0,-,11,12,2,84.62,8473541,Jonathan Bernier,BUF + 2016-11-29,2016-11-29,2219.083333333333,1158.0,1580.0,87.0,90.29,374.0,54.0,0.9449367088607595,2.44127830560667,0.06600775019853553,0.8556149732620321
98,37,2016-12-03 BOS at BUF,BUF,58.866666666667,61,57,51.69,40,42,48.78,35,33,51.47,1,2,33.33,2.72,2.0,57.53,31,20,60.78,1,2,33.33,16,11,59.26,1,2,33.33,15,9,62.50,0,0,-,25,34,42.37,0,0,-,2.86,93.94,0.968,1,4,0,0,100.00,27,20,27,50.0,8473541,Jonathan Bernier,BUF + 2016-12-03,2016-12-03,2209.966666666666,1148.0,1561.0,88.0,88.7,368.0,55.0,0.9436258808456118,2.408181118870572,0.06538146901110169,0.8505434782608695
99,38,2016-12-05 BUF at WSH,BUF,62.15,60,68,46.88,44,50,46.81,33,33,50.0,2,3,40.0,3.43,2.58,57.06,32,32,50.00,2,3,40.00,21,10,67.74,2,2,50.00,11,22,33.33,0,1,0.00,23,34,40.35,0,0,-,6.06,90.91,0.970,1,4,0,0,100.00,16,17,22,42.11,8473541,Jonathan Bernier,BUF + 2016-12-05,2016-12-05,2248.833333333333,1175.0,1595.0,90.0,90.37,377.0,57.0,0.9435736677115988,2.4111168754168837,0.06432980620692791,0.8488063660477454
100,39,2016-12-09 WSH at BUF,BUF,58.8,42,44,48.84,34,37,47.89,27,28,49.09,1,3,25.0,2.07,1.48,58.24,11,11,50.00,1,2,33.33,8,6,57.14,1,2,33.33,3,5,37.50,0,0,-,26,29,47.27,0,1,0.00,3.70,89.29,0.930,3,4,0,0,100.00,20,18,19,51.28,8473541,Jonathan Bernier,BUF + 2016-12-09,2016-12-09,2250.983333333333,1183.0,1613.0,92.0,90.67,371.0,58.0,0.9429634221946683,2.416810430996824,0.06442012417971825,0.8436657681940701
101,40,2016-12-13 L.A at BUF,BUF,60.0,42,54,43.75,30,41,42.25,26,33,44.07,6,3,66.67,1.38,1.46,48.58,13,17,43.33,4,2,66.67,7,4,63.64,3,1,75.00,6,13,31.58,1,1,50.00,23,30,43.4,1,1,50.00,23.08,90.91,1.140,0,3,0,0,-,16,22,18,47.06,8473541,Jonathan Bernier,BUF + 2016-12-13,2016-12-13,2249.783333333333,1194.0,1621.0,93.0,90.33000000000001,370.0,59.0,0.9426280074028378,2.4090319808574168,0.06424703957482353,0.8405405405405405
